시설물 구분,시설물명,소재지 주소,행정동,데이터기준일자
장애인용 승강기,서초그랑자이아파트상가,서울 서초구 서초동 1757-1,서초2동,2025-09-18
장애인용 승강기,서초그레이스 빌,서울 서초구 서초동 1507-17,서초3동,2025-09-18
장애인용 승강기,서초그레이튼,서울 서초구 서초동 1603-81,서초1동,2025-09-18
장애인용 승강기,서초극동스타클래스1,서울 서초구 서초동 1616-10,서초1동,2025-09-18
장애인용 승강기,서초금호어울림,서울 서초구 서초동 1467-97,서초3동,2025-09-18
장애인용 승강기,서초네이처힐1단지,서울 서초구 우면동 707,양재1동,2025-09-18
장애인용 승강기,서초네이처힐2단지,서울 서초구 우면동 712,양재1동,2025-09-18
장애인용 승강기,서초네이처힐4단지,서울 서초구 우면동 720,양재1동,2025-09-18
장애인용 승강기,서초네이처힐5단지,서울 서초구 우면동 730,양재1동,2025-09-18
장애인용 승강기,서초네이처힐6단지,서울 서초구 우면동 737,양재1동,2025-09-18
장애인용 승강기,서초네이처힐7단지,서울 서초구 우면동 735,양재1동,2025-09-18
장애인용 승강기,서초노블레스아파트,서울 서초구 서초동 1362-10,서초2동,2025-09-18
장애인용 승강기,서초노빌리에,서울 서초구 서초동 1566-19,서초3동,2025-09-18
장애인용 승강기,서초느티나무쉼터,서울 서초구 서초동 1484-6,서초3동,2025-09-18
장애인용 승강기,서초대림빌라트,서울 서초구 서초동 1518-6,서초3동,2025-09-18
장애인용 승강기,서초대우아이빌,서울 서초구 서초동 1675-11,서초1동,2025-09-18
장애인용 승강기,서초대우엘로즈카운티아파트,서울 서초구 서초동 1467-3,서초3동,2025-09-18
장애인용 승강기,서초더샵포레,서울 서초구 내곡동 411,내곡동,2025-09-18
장애인용 승강기,서초더하임,서울 서초구 서초동 1649-15,서초1동,2025-09-18
장애인용 승강기,서초동 1364-5,서울 서초구 서초동 1364-5,서초2동,2025-09-18
장애인용 승강기,서초동 1555-2,서울 서초구 서초동 1555-2,서초3동,2025-09-18
장애인용 승강기,서초동 1565-9,서울 서초구 서초동 1565-9,서초3동,2025-09-18
장애인용 승강기,서초동 1589-12,서울 서초구 서초동 1589-12,서초3동,2025-09-18
장애인용 승강기,서초동 1699-6,서울 서초구 서초동 1699-6,서초4동,2025-09-18
장애인용 승강기,서초동 도시형 생활주택,서울 서초구 서초동 1363-25,서초2동,2025-09-18
장애인용 승강기,서초동 재규어/랜드로버 전시장,서울 서초구 서초동 1585-3,서초3동,2025-09-18
장애인용 승강기,서초동1694-14,서울 서초구 서초동 1694-14,서초4동,2025-09-18
장애인용 승강기,서초동1699-2 오피스텔,서울 서초구 서초동 1316-5,서초4동,2025-09-18
장애인용 승강기,서초동SKVIEW,서울 서초구 서초동 1521-8,서초3동,2025-09-18
장애인용 승강기,서초동W타워,서울 서초구 서초동 1303-37,서초4동,2025-09-18
장애인용 승강기,서초동교회,서울 서초구 서초동 1634-1,서초1동,2025-09-18
장애인용 승강기,서초동대성유니드아파트,서울 서초구 서초동 1641-3,서초1동,2025-09-18
장애인용 승강기,서초동로얄아파트,서울 서초구 서초동 1627-3,서초1동,2025-09-18
장애인용 승강기,서초동메이플라워멤버스빌,서울 서초구 서초동 1688-6,서초4동,2025-09-18
장애인용 승강기,서초동블루핀타워,서울 서초구 서초동 1623-12,서초1동,2025-09-18
장애인용 승강기,서초동아,서울 서초구 서초동 1321-6,서초2동,2025-09-18
장애인용 승강기,서초동아이파크아파트,서울 서초구 서초동 1582-3,서초3동,2025-09-18
장애인용 승강기,서초동우정에쉐르,서울 서초구 서초동 1355-24,서초2동,2025-09-18
장애인용 승강기,서초동원일빌딩,서울 서초구 서초동 1451-1,서초3동,2025-09-18
장애인용 승강기,서초동천주교회,서울 서초구 서초동 1634-1,서초1동,2025-09-18
장애인용 승강기,서초동풍림아이원,서울 서초구 서초동 1338-1,서초2동,2025-09-18
장애인용 승강기,서초두산베어스텔,서울 서초구 서초동 1319-11,서초2동,2025-09-18
장애인용 승강기,서초디벨리움오피스텔,서울 서초구 우면동 755,양재1동,2025-09-18
장애인용 승강기,서초디오빌,서울 서초구 서초동 1337-22,서초2동,2025-09-18
장애인용 승강기,서초래미안3차,서울 서초구 서초동 1487-145,서초3동,2025-09-18
장애인용 승강기,서초래미안상가,서울 서초구 서초동 1755-1,서초2동,2025-09-18
장애인용 승강기,서초래미안아파트,서울 서초구 서초동 1682,서초4동,2025-09-18
장애인용 승강기,서초레몬오피스텔,서울 서초구 서초동 1600-11,서초3동,2025-09-18
장애인용 승강기,서초로즈힐,서울 서초구 서초동 1527-10,서초3동,2025-09-18
장애인용 승강기,서초롯데캐슬84,서울 서초구 서초동 1642-14,서초1동,2025-09-18
장애인용 승강기,서초롯데캐슬메디치,서울 서초구 서초동 1656-4,서초1동,2025-09-18
장애인용 승강기,서초롯데캐슬프레지던트,서울 서초구 서초동 1681-8,서초4동,2025-09-18
장애인용 승강기,서초리더스정형외과,서울 서초구 방배동 924-12,방배1동,2025-09-18
장애인용 승강기,서초리슈빌 오피스텔,서울 서초구 서초동 1589-10,서초3동,2025-09-18
장애인용 승강기,서초리슈빌S,서울 서초구 우면동 787,양재1동,2025-09-18
장애인용 승강기,서초리시본하우스,서울 서초구 양재동 15-11,양재1동,2025-09-18
장애인용 승강기,서초리시온,서울 서초구 서초동 1671-5,서초1동,2025-09-18
장애인용 승강기,서초리젠아파트,서울 서초구 서초동 1444-19,서초1동,2025-09-18
장애인용 승강기,서초메이플,서울 서초구 서초동 1549-1,서초3동,2025-09-18
장애인용 승강기,서초미라쉘오피스텔,서울 서초구 우면동 765,양재1동,2025-09-18
장애인용 승강기,서초미래빌딩,서울 서초구 서초동 1461-1,서초3동,2025-09-18
장애인용 승강기,서초미르,서울 서초구 양재동 402-5,양재2동,2025-09-18
장애인용 승강기,서초반곡빌딩,서울 서초구 서초동 1629-1,서초1동,2025-09-18
장애인용 승강기,서초법조타운,서울 서초구 서초동 1692-1,서초4동,2025-09-18
장애인용 승강기,서초법조타워,서울 서초구 서초동 1554-4,서초3동,2025-09-18
장애인용 승강기,서초벨라비스타,서울 서초구 서초동 1348-7,서초2동,2025-09-18
장애인용 승강기,서초벽산블루밍,서울 서초구 서초동 1347-20,서초2동,2025-09-18
장애인용 승강기,서초블리스,서울 서초구 서초동 1364-26,서초2동,2025-09-18
장애인용 승강기,서초비버리캐슬,서울 서초구 서초동 1486-17,서초3동,2025-09-18
장애인용 승강기,서초삼성래미안APT,서울 서초구 서초동 1682,서초4동,2025-09-18
장애인용 승강기,서초삼성쉐르빌2,서울 서초구 서초동 1330,서초2동,2025-09-18
장애인용 승강기,서초상지리츠빌1차,서울 서초구 서초동 1490-1,서초3동,2025-09-18
장애인용 승강기,서초상지리츠빌2차,서울 서초구 서초동 1617-8,서초1동,2025-09-18
장애인용 승강기,서초상지리츠빌5차,서울 서초구 서초동 1491-14,서초3동,2025-09-18
장애인용 승강기,서초상지리츠빌7차,서울 서초구 서초동 1491-1,서초3동,2025-09-18
장애인용 승강기,서초생활관,서울 서초구 서초동 1468,서초3동,2025-09-18
장애인용 승강기,서초성결교회,서울 서초구 반포동 50-1,반포4동,2025-09-18
장애인용 승강기,서초성심노인복지센터,서울 서초구 서초동 1558-15,서초3동,2025-09-18
장애인용 승강기,서초센트럴아이파크,서울 서초구 서초동 1582-3,서초3동,2025-09-18
장애인용 승강기,서초센트럴주차장,서울 서초구 서초동 1582-25,서초3동,2025-09-18
장애인용 승강기,서초솔로빌오피스텔,서울 서초구 서초동 1623-3,서초1동,2025-09-18
장애인용 승강기,서초스페이스다온,서울 서초구 서초동 1339-2,서초2동,2025-09-18
장애인용 승강기,서초신라STAY호텔,서울 서초구 서초동 1339-1,서초2동,2025-09-18
장애인용 승강기,서초신방빌딩,서울 서초구 서초동 1366-18,서초2동,2025-09-18
장애인용 승강기,서초신영빌딩,서울 서초구 잠원동 46-13,잠원동,2025-09-18
장애인용 승강기,서초쌍용플래티넘,서울 서초구 서초동 1445-13,서초1동,2025-09-18
장애인용 승강기,서초아르누보씨티3차,서울 서초구 서초동 1680-1,서초4동,2025-09-18
장애인용 승강기,서초아크빌,서울 서초구 서초동 1568-1,서초3동,2025-09-18
장애인용 승강기,서초아트래디앙,서울 서초구 서초동 1582-16,서초3동,2025-09-18
장애인용 승강기,서초아트자이,서울 서초구 서초동 1583-10,서초3동,2025-09-18
장애인용 승강기,서초아트자이(상가),서울 서초구 서초동 1583-10,서초3동,2025-09-18
장애인용 승강기,서초안빌딩,서울 서초구 서초동 1556-3,서초3동,2025-09-18
장애인용 승강기,서초애비뉴클래식오피스텔,서울 서초구 우면동 759,양재1동,2025-09-18
장애인용 승강기,서초에르스떼,서울 서초구 서초동 1428-4,서초1동,2025-09-18
장애인용 승강기,서초여성가족프라자 방배센터,서울 서초구 방배동 983-14,방배3동,2025-09-18
장애인용 승강기,서초연우아파트,서울 서초구 서초동 1487-115,서초3동,2025-09-18
장애인용 승강기,서초예성빌,서울 서초구 서초동 1487-118,서초3동,2025-09-18
장애인용 승강기,서초우방유쉘아파트,서울 서초구 서초동 1560-9,서초3동,2025-09-18
장애인용 승강기,서초월드상가,서울 서초구 서초동 1308-10,서초4동,2025-09-18
장애인용 승강기,서초유나이티드빌딩,서울 서초구 양재동 17-9,양재1동,2025-09-18
장애인용 승강기,서초유치원,서울 서초구 우면동 774,양재1동,2025-09-18
장애인용 승강기,서초이오빌주상복합아파트,서울 서초구 서초동 1593-7,서초3동,2025-09-18
장애인용 승강기,서초이즈타워,서울 서초구 서초동 1337-14,서초2동,2025-09-18
장애인용 승강기,서초일석빌딩,서울 서초구 서초동 1344-21,서초2동,2025-09-18
장애인용 승강기,서초자연인아파트 102동,서울 서초구 서초동 1344-22,서초2동,2025-09-18
장애인용 승강기,서초자이르네,서울 서초구 서초동 1758,서초3동,2025-09-18
장애인용 승강기,서초정암빌딩,서울 서초구 서초동 1714-5,서초3동,2025-09-18
장애인용 승강기,서초종합체육관,서울 서초구 원지동 28,양재2동,2025-09-18
장애인용 승강기,서초중앙노인종합복지관,서울 서초구 서초동 1666-17,서초1동,2025-09-18
장애인용 승강기,서초중학교,서울 서초구 서초동 1528,서초3동,2025-09-18
장애인용 승강기,서초지웰아파트,서울 서초구 서초동 1458-6,서초3동,2025-09-18
장애인용 승강기,서초지웰타워,서울 서초구 서초동 1678-4,서초1동,2025-09-18
장애인용 승강기,서초참요양병원,서울 서초구 우면동 791,양재1동,2025-09-18
장애인용 승강기,서초청소년도서관,서울 서초구 서초동 1336-1,서초2동,2025-09-18
장애인용 승강기,서초캐슬,서울 서초구 방배동 890-1,방배1동,2025-09-18
장애인용 승강기,서초코아APT,서울 서초구 서초동 1465-7,서초3동,2025-09-18
장애인용 승강기,서초클레어,서울 서초구 양재동 80,양재1동,2025-09-18
장애인용 승강기,서초타운트라팰리스,서울 서초구 서초동 1327,서초2동,2025-09-18
장애인용 승강기,서초타워,서울 서초구 서초동 1678-4,서초1동,2025-09-18
장애인용 승강기,서초태동스위트아파트,서울 서초구 서초동 1668-1,서초1동,2025-09-18
장애인용 승강기,서초트라팰리스,서울 서초구 서초동 1344-13,서초2동,2025-09-18
장애인용 승강기,서초트레비앙,서울 서초구 서초동 1558-3,서초3동,2025-09-18
장애인용 승강기,서초트레져,서울 서초구 서초동 1492-5,서초3동,2025-09-18
장애인용 승강기,서초파라곤,서울 서초구 서초동 1327-29,서초2동,2025-09-18
장애인용 승강기,서초팰리스,서울 서초구 서초동 1589-11,서초3동,2025-09-18
장애인용 승강기,서초포레스타2단지아파트,서울 서초구 내곡동 384,내곡동,2025-09-18
장애인용 승강기,서초포레스타3단지아파트,서울 서초구 신원동 568,내곡동,2025-09-18
장애인용 승강기,서초포레스타5단지,서울 서초구 신원동 579,내곡동,2025-09-18
장애인용 승강기,서초포레스타6단지아파트,서울 서초구 신원동 619,내곡동,2025-09-18
장애인용 승강기,서초포레스타7단지,서울 서초구 신원동 615,내곡동,2025-09-18
장애인용 승강기,서초포레지움,서울 서초구 신원동 611,내곡동,2025-09-18
장애인용 승강기,서초푸르지오써밋,서울 서초구 서초동 1311-10,서초4동,2025-09-18
장애인용 승강기,서초풍림아이원플러스,서울 서초구 서초동 1338-1,서초2동,2025-09-18
장애인용 승강기,서초프라비다오피스텔,서울 서초구 서초동 1598-9,서초3동,2025-09-18
장애인용 승강기,서초프라임빌,서울 서초구 서초동 1566-9,서초3동,2025-09-18
장애인용 승강기,서초프라임헤센,서울 서초구 서초동 1756,서초1동,2025-09-18
장애인용 승강기,서초프라자,서울 서초구 서초동 1573-1,서초3동,2025-09-18
장애인용 승강기,서초프레스티지아파트,서울 서초구 서초동 1344-4,서초2동,2025-09-18
장애인용 승강기,서초하임,서울 서초구 서초동 1649-15,서초1동,2025-09-18
장애인용 승강기,서초한빛삼성아파트,서울 서초구 서초동 1509-1,서초3동,2025-09-18
장애인용 승강기,서초한신리빙타워,서울 서초구 서초동 1533,서초3동,2025-09-18
장애인용 승강기,서초한신플러스타운아파트,서울 서초구 서초동 1454-29,서초3동,2025-09-18
장애인용 승강기,서초한일아파트,서울 서초구 서초동 1636-1,서초1동,2025-09-18
장애인용 승강기,서초한일유앤아이주상복합,서울 서초구 서초동 1303-10,서초4동,2025-09-18
장애인용 승강기,서초현대ESA2차아파트,서울 서초구 서초동 1542-6,서초3동,2025-09-18
장애인용 승강기,서초현대ESA아파트,서울 서초구 서초동 1338,서초2동,2025-09-18
장애인용 승강기,서초현대렉시온오피스텔,서울 서초구 서초동 1338-20,서초2동,2025-09-18
장애인용 승강기,서초현대리츠빌,서울 서초구 서초동 1359,서초2동,2025-09-18
장애인용 승강기,서초현대슈퍼빌,서울 서초구 서초동 1446-11,서초3동,2025-09-18
장애인용 승강기,서초현대아파트,서울 서초구 서초동 1648-2,서초1동,2025-09-18
장애인용 승강기,서초현대홈타운,서울 서초구 서초동 1506-88,서초3동,2025-09-18
장애인용 승강기,서초훼미리하우스,서울 서초구 방배동 917-4,방배1동,2025-09-18
장애인용 승강기,서초힐스,서울 서초구 우면동 773,양재1동,2025-09-18
장애인용 승강기,서초힐스아파트,서울 서초구 우면동 773,양재1동,2025-09-18
장애인용 승강기,서혜빌딩,서울 서초구 서초동 1717-8,서초3동,2025-09-18
장애인용 승강기,선인빌딩,서울 서초구 서초동 1327-7,서초2동,2025-09-18
장애인용 승강기,설록아파트,서울 서초구 방배동 815-22,방배4동,2025-09-18
장애인용 승강기,성영아파트,서울 서초구 양재동 206-7,양재2동,2025-09-18
장애인용 승강기,성원데코빌,서울 서초구 양재동 242,양재2동,2025-09-18
장애인용 승강기,성지빌딩,서울 서초구 양재동 363-2,양재2동,2025-09-18
장애인용 승강기,성진준빌라트,서울 서초구 잠원동 48-5,잠원동,2025-09-18
장애인용 승강기,성해빌딩,서울 서초구 서초동 1362-19,서초2동,2025-09-18
장애인용 승강기,세바른병원,서울 서초구 서초동 1600-10,서초3동,2025-09-18
장애인용 승강기,세영제이타워,서울 서초구 반포동 722-21,반포1동,2025-09-18
장애인용 승강기,세원빌딩,서울 서초구 서초동 1366-5,서초2동,2025-09-18
장애인용 승강기,세현빌딩,서울 서초구 서초동 1581-7,서초3동,2025-09-18
장애인용 승강기,세화고등학교,서울 서초구 반포동 753,반포본동,2025-09-18
장애인용 승강기,세화여자고등학교,서울 서초구 반포동 13,반포본동,2025-09-18
장애인용 승강기,세화여자중학교,서울 서초구 반포동 13,반포본동,2025-09-18
장애인용 승강기,센트라빌딩,서울 서초구 서초동 1550-11,서초3동,2025-09-18
장애인용 승강기,소노칸타빌레,서울 서초구 서초동 1563-9,서초3동,2025-09-18
장애인용 승강기,소닉밸류빌딩,서울 서초구 양재동 125-2,양재1동,2025-09-18
장애인용 승강기,소버스빌딩,서울 서초구 방배동 848-11,방배4동,2025-09-18
장애인용 승강기,솔라티움시티 강남,서울 서초구 서초동 1327-34,서초2동,2025-09-18
장애인용 승강기,솔레뉴아파트,서울 서초구 반포동 53-2,반포4동,2025-09-18
장애인용 승강기,솔톤빌딩,서울 서초구 방배동 453-19,방배2동,2025-09-18
장애인용 승강기,송림빌딩,서울 서초구 서초동 1330-14,서초2동,2025-09-18
장애인용 승강기,송암빌딩,서울 서초구 염곡동 300-4,내곡동,2025-09-18
장애인용 승강기,수냐빌딩,서울 서초구 양재동 3-15,양재1동,2025-09-18
장애인용 승강기,수암빌딩,서울 서초구 양재동 66-1,양재1동,2025-09-18
장애인용 승강기,숙명킨더아카데미,서울 서초구 양재동 329-3,양재2동,2025-09-18
장애인용 승강기,스매치서초사옥,서울 서초구 서초동 1703-8,서초3동,2025-09-18
장애인용 승강기,스위트서초,서울 서초구 서초동 1601-6,서초3동,2025-09-18
장애인용 승강기,스카이레이크인베스트먼트,서울 서초구 양재동 3-13,양재1동,2025-09-18
장애인용 승강기,스카이뷰빌딩,서울 서초구 양재동 70,양재1동,2025-09-18
장애인용 승강기,스퀘어가든,서울 서초구 반포동 107-30,반포4동,2025-09-18
장애인용 승강기,스타시드,서울 서초구 서초동 1508-43,서초3동,2025-09-18
장애인용 승강기,승명빌딩,서울 서초구 서초동 1365-1,서초2동,2025-09-18
장애인용 승강기,승보빌딩,서울 서초구 서초동 1716-7,서초3동,2025-09-18
장애인용 승강기,승원아트빌,서울 서초구 방배동 871-2,방배4동,2025-09-18
장애인용 승강기,승정빌딩,서울 서초구 방배동 782-3,방배본동,2025-09-18
장애인용 승강기,시내산교회,서울 서초구 서초동 1355-25,서초2동,2025-09-18
장애인용 승강기,신구노빌리티,서울 서초구 반포동 84-2,반포4동,2025-09-18
장애인용 승강기,신구레베빌 14차,서울 서초구 방배동 845-6,방배4동,2025-09-18
장애인용 승강기,신구블레스밸리아파트,서울 서초구 방배동 1019-3,방배3동,2025-09-18
장애인용 승강기,신논현타워,서울 서초구 반포동 748-4,반포1동,2025-09-18
장애인용 승강기,신덕빌딩,서울 서초구 서초동 1329-7,서초2동,2025-09-18
장애인용 승강기,신동중학교,서울 서초구 잠원동 54-6,잠원동,2025-09-18
장애인용 승강기,신반포교회,서울 서초구 반포동 4-10,반포2동,2025-09-18
장애인용 승강기,신반포중앙하이츠,서울 서초구 반포동 612-4,반포4동,2025-09-18
장애인용 승강기,신반포중학교,서울 서초구 반포동 3-1,반포2동,2025-09-18
장애인용 승강기,신반포청구아파트,서울 서초구 잠원동 63-2,잠원동,2025-09-18
장애인용 승강기,신분당선 양재시민의숲역,서울 서초구 양재동 233-2,양재2동,2025-09-18
장애인용 승강기,신분당선양재역,서울 서초구 서초동 1366-9,양재1동,2025-09-18
장애인용 승강기,신분당선청계산입구역,서울 서초구 신원동 270-25,내곡동,2025-09-18
장애인용 승강기,신사레전드,서울 서초구 잠원동 8-27,잠원동,2025-09-18
장애인용 승강기,신사샤르망S,서울 서초구 잠원동 15-4,잠원동,2025-09-18
장애인용 승강기,신성리더스카운티,서울 서초구 반포동 50-8,반포4동,2025-09-18
장애인용 승강기,신영체르니아파트,서울 서초구 양재동 90,양재1동,2025-09-18
장애인용 승강기,신원동 438-22,서울 서초구 신원동 438-22,내곡동,2025-09-18
장애인용 승강기,신원동233-15,서울 서초구 신원동 233-15,내곡동,2025-09-18
장애인용 승강기,신원동438-8,서울 서초구 신원동 438-8,내곡동,2025-09-18
장애인용 승강기,신청담빌딩,서울 서초구 반포동 52-3,반포4동,2025-09-18
장애인용 승강기,신태양개발,서울 서초구 반포동 736-8,반포1동,2025-09-18
장애인용 승강기,신포빌딩,서울 서초구 서초동 1669-11,서초1동,2025-09-18
장애인용 승강기,신호나이스아파트,서울 서초구 방배동 890-8,방배1동,2025-09-18
장애인용 승강기,심산기념문화센타,서울 서초구 반포동 114-3,반포2동,2025-09-18
장애인용 승강기,쌍동빌딩동관,서울 서초구 반포동 52-1,반포4동,2025-09-18
장애인용 승강기,쌍용예가클래식아파트,서울 서초구 방배동 776-3,방배본동,2025-09-18
장애인용 승강기,써니룩,서울 서초구 양재동 386-22,양재2동,2025-09-18
장애인용 승강기,써밋파크오피스텔,서울 서초구 양재동 11-4,양재1동,2025-09-18
장애인용 승강기,아라타워관리단,서울 서초구 서초동 1317-20,서초4동,2025-09-18
장애인용 승강기,아르젠강남,서울 서초구 서초동 1327-23,서초2동,2025-09-18
장애인용 승강기,아림하우징,서울 서초구 방배동 911-2,방배1동,2025-09-18
장애인용 승강기,아이리스 예당,서울 서초구 서초동 1469-7,서초3동,2025-09-18
장애인용 승강기,아이리스방배,서울 서초구 방배동 902-31,방배1동,2025-09-18
장애인용 승강기,아이리스서초,서울 서초구 서초동 1638-2,서초1동,2025-09-18
장애인용 승강기,아이리스양재,서울 서초구 양재동 65-1,양재1동,2025-09-18
장애인용 승강기,아이센스빌딩,서울 서초구 서초동 1556-2,서초3동,2025-09-18
장애인용 승강기,아이투비산부인과,서울 서초구 방배동 773-17,방배본동,2025-09-18
장애인용 승강기,아이티센빌딩,서울 서초구 서초동 1462-20,서초3동,2025-09-18
장애인용 승강기,아지오타워,서울 서초구 서초동 1481-3,서초3동,2025-09-18
장애인용 승강기,아크로리버뷰신반포,서울 서초구 잠원동 159,반포3동,2025-09-18
장애인용 승강기,아크로비스타,서울 서초구 서초동 1685-3,서초4동,2025-09-18
장애인용 승강기,아크로비스타상가,서울 서초구 서초동 1685-3,서초4동,2025-09-18
장애인용 승강기,아크로텔강남역,서울 서초구 서초동 1337-2,서초2동,2025-09-18
장애인용 승강기,아트빌딩,서울 서초구 서초동 1449-16,서초3동,2025-09-18
장애인용 승강기,알렌빌딩,서울 서초구 방배동 796-10,방배본동,2025-09-18
장애인용 승강기,알루어반포,서울 서초구 반포동 67-3,반포4동,2025-09-18
장애인용 승강기,알파레타,서울 서초구 반포동 550-21,반포4동,2025-09-18
장애인용 승강기,알파레타2차,서울 서초구 반포동 107-41,반포4동,2025-09-18
장애인용 승강기,알파레타3차,서울 서초구 방배동 593-81,방배3동,2025-09-18
장애인용 승강기,알파레타4차,서울 서초구 반포동 107-61,반포4동,2025-09-18
장애인용 승강기,알파레타5차,서울 서초구 방배동 593-101,방배3동,2025-09-18
장애인용 승강기,알파레타6차,서울 서초구 반포동 743-12,반포1동,2025-09-18
장애인용 승강기,양재 하우징,서울 서초구 양재동 258-4,양재2동,2025-09-18
장애인용 승강기,양재2동주민센터,서울 서초구 양재동 323-1,양재2동,2025-09-18
장애인용 승강기,양재고등학교,서울 서초구 서초동 1376-4,서초2동,2025-09-18
장애인용 승강기,양재공영주차장,서울 서초구 양재동 90-2,양재1동,2025-09-18
장애인용 승강기,양재근린공원지하주차장,서울 서초구 양재동 399-1,양재2동,2025-09-18
장애인용 승강기,양재느티나무쉼터,서울 서초구 양재동 7-32,양재1동,2025-09-18
장애인용 승강기,양재더 힐,서울 서초구 양재동 8-23,양재1동,2025-09-18
장애인용 승강기,양재도서관,서울 서초구 양재동 236,양재2동,2025-09-18
장애인용 승강기,양재동 333-14,서울 서초구 양재동 333-14,양재2동,2025-09-18
장애인용 승강기,양재동 삼성베스트빌,서울 서초구 양재동 362,양재2동,2025-09-18
장애인용 승강기,양재동11-12,서울 서초구 양재동 11-12,양재1동,2025-09-18
장애인용 승강기,양재동빌딩,서울 서초구 양재동 125-7,양재1동,2025-09-18
장애인용 승강기,양재동시그마아파트,서울 서초구 양재동 302,양재2동,2025-09-18
장애인용 승강기,양재동우체국,서울 서초구 양재동 1-1,양재1동,2025-09-18
장애인용 승강기,양재리본타워1단지아파트,서울 서초구 양재동 102,양재1동,2025-09-18
장애인용 승강기,양재리본타워2단지아파트,서울 서초구 양재동 212,양재2동,2025-09-18
장애인용 승강기,양재유치원,서울 서초구 양재동 138,양재1동,2025-09-18
장애인용 승강기,양재종합사회복지관,서울 서초구 양재동 11-13,양재1동,2025-09-18
장애인용 승강기,양재주차장,서울 서초구 양재동 23,양재1동,2025-09-18
장애인용 승강기,양재파크뷰,서울 서초구 양재동 8-37,양재1동,2025-09-18
장애인용 승강기,양재파크뷰아파트,서울 서초구 양재동 8-37,양재1동,2025-09-18
장애인용 승강기,양지파크타운,서울 서초구 양재동 272-9,양재2동,2025-09-18
장애인용 승강기,어반플레이스,서울 서초구 서초동 1337-3,서초2동,2025-09-18
장애인용 승강기,어반하이,서울 서초구 서초동 1601-10,서초3동,2025-09-18
장애인용 승강기,어퍼하우스 3차,서울 서초구 반포동 612-34,반포4동,2025-09-18
장애인용 승강기,언남중학교,서울 서초구 양재동 310,양재2동,2025-09-18
장애인용 승강기,에이치와이빌딩,서울 서초구 잠원동 28-10,잠원동,2025-09-18
장애인용 승강기,에지앙아파트,서울 서초구 서초동 1679-6,서초1동,2025-09-18
장애인용 승강기,에피소드 강남 262,서울 서초구 서초동 1339-9,서초2동,2025-09-18
장애인용 승강기,에피소드 서초393,서울 서초구 서초동 1338-5,서초2동,2025-09-18
장애인용 승강기,엔데버빌딩,서울 서초구 서초동 1330-3,서초2동,2025-09-18
장애인용 승강기,엔스빌딩,서울 서초구 양재동 14-1,양재1동,2025-09-18
장애인용 승강기,엘렌타워,서울 서초구 서초동 1574-10,서초3동,2025-09-18
장애인용 승강기,엘루크,서울 서초구 방배동 911-22,방배1동,2025-09-18
장애인용 승강기,엘리시아서리풀 3차,서울 서초구 방배동 805-8,방배4동,2025-09-18
장애인용 승강기,엘리시아서리풀4차,서울 서초구 방배동 843-7,방배4동,2025-09-18
장애인용 승강기,엘에이치서초5단지아파트,서울 서초구 우면동 789,양재1동,2025-09-18
장애인용 승강기,엘지서초에클라트,서울 서초구 서초동 1599-2,서초3동,2025-09-18
장애인용 승강기,엘프에스토740,서울 서초구 방배동 740,방배본동,2025-09-18
장애인용 승강기,엠빌리지,서울 서초구 방배동 830-15,방배4동,2025-09-18
장애인용 승강기,여이레하우스,서울 서초구 방배동 896-12,방배1동,2025-09-18
장애인용 승강기,연담루양재,서울 서초구 양재동 397-9,양재2동,2025-09-18
장애인용 승강기,연세사랑병원,서울 서초구 방배동 488-6,방배3동,2025-09-18
장애인용 승강기,염곡동215-3,서울 서초구 염곡동 215-3,내곡동,2025-09-18
장애인용 승강기,영신빌딩,서울 서초구 서초동 1304-2,서초4동,2025-09-18
장애인용 승강기,영일교회,서울 서초구 양재동 9-49,양재1동,2025-09-18
장애인용 승강기,영일빌딩,서울 서초구 서초동 1429-4,서초1동,2025-09-18
장애인용 승강기,영현홈,서울 서초구 서초동 1665-1,서초1동,2025-09-18
장애인용 승강기,예명대학원대학교,서울 서초구 서초동 1434-5,서초1동,2025-09-18
장애인용 승강기,예술의전당,서울 서초구 서초동 700,서초3동,2025-09-18
장애인용 승강기,예원빌딩,서울 서초구 양재동 75-1,양재1동,2025-09-18
장애인용 승강기,오리엔트빌,서울 서초구 방배동 794-28,방배본동,2025-09-18
장애인용 승강기,오버맨,서울 서초구 반포동 724-37,반포1동,2025-09-18
장애인용 승강기,오클라우드호텔,서울 서초구 서초동 1303-14,서초4동,2025-09-18
장애인용 승강기,옥스포드빌,서울 서초구 서초동 1514-6,서초3동,2025-09-18
장애인용 승강기,온무리교회,서울 서초구 양재동 2-33,양재1동,2025-09-18
장애인용 승강기,외교부국립외교원,서울 서초구 서초동 1376-2,서초2동,2025-09-18
장애인용 승강기,요단빌딩,서울 서초구 서초동 1570-4,서초3동,2025-09-18
장애인용 승강기,용마일렉트로닉스,서울 서초구 잠원동 31-21,잠원동,2025-09-18
장애인용 승강기,용진빌딩,서울 서초구 방배동 439-5,방배2동,2025-09-18
장애인용 승강기,우광빌딩,서울 서초구 양재동 80-4,양재1동,2025-09-18
장애인용 승강기,우면동교회,서울 서초구 우면동 693,양재1동,2025-09-18
장애인용 승강기,우면동신애교회,서울 서초구 우면동 68,양재1동,2025-09-18
장애인용 승강기,우면종합사회복지관,서울 서초구 우면동 6-1,양재1동,2025-09-18
